date,block,timestamp,staked,delegated,total,percentage,apy
2022-10-15,15751151,1665808403,20448661633585207396400590,3410035799392923969436518465,3430484461.0265093,39.27586248156677,5.0684334394541475
2022-10-16,15761796,1665936815,20457238793572657614598702,3407778873198844128054336354,3428236111.992417,39.25201645041989,5.071475973017213
2022-10-18,15772441,1666065335,20474937274103278641598803,3404695224454655423767690216,3425170161.728759,39.2146389996585,5.0762449908777905
2022-10-19,15783086,1666193771,20483051063563184100709504,3409072752360565540511089503,3429555803.4241285,39.26595022344877,5.069698152136272
2022-10-21,15793731,1666322147,20499437936780520300280727,3415627388104123456290701833,3436126826.040904,39.34085423682778,5.060141091118016
2022-10-22,15804376,1666450499,20509795015315864947083274,3417646735288995979777233110,3438156530.3043118,39.36447503108713,5.057127295703691
2022-10-24,15815021,1666578971,20528259283666484609312620,3418600883071274356414355114,3439129142.354941,39.37592983681033,5.0556657681791926
2022-10-25,15825666,1666707767,20539594359717915059248968,3408759839150066549550808300,3429299433.5097847,39.26069706118065,5.070368407174291
2022-10-27,15836311,1666836347,20557893690624861571129306,3434137906341333911032305757,3454695800.0319586,39.551623837250425,5.033248834733302
2022-10-28,15846956,1666964879,20565690890034727034883574,3437932951332102210961599925,3458498642.222137,39.5946457002279,5.027759641951146
2022-10-30,15857601,1667093435,20574267851374944531797118,3432764205353255245699490778,3453338473.2046304,39.53973510788425,5.034765726911125
2022-10-31,15868246,1667221763,20607883792978057300363938,3434983043632860655105691811,3455590927.425839,39.563913196791034,5.031680825841569
2022-11-02,15878891,1667350511,20615684696497038870289929,3412119763463942896539791391,3432735448.16044,39.30087452109197,5.065242133979983
2022-11-03,15889536,1667478959,20624662130594077262108166,3417386891361256152404341107,3438011553.4918504,39.36119841025346,5.057545362290893
2022-11-05,15900181,1667607431,20640158590221834929401686,3426885999900556111536819943,3447526158.490778,39.346943899949785,5.059364106288871
2022-11-06,15910826,1667735879,20648554224546803076222714,3448475589136651104138665217,3469124143.361198,39.78923508466433,5.002931831842313
2022-11-07,15921471,1667864195,20657283354568627032106174,3446727738428698467058449056,3467385021.783267,39.62079068106169,5.024423783618891
2022-11-09,15932116,1667992595,20666365527258254175881204,3414391891784339940105289824,3435058257.3115983,39.3281042629177,5.061767870153517
2022-11-10,15942761,1668121199,20666365527258254175881204,3332143024994095125502173986,3352809390.5213532,38.21737416000317,5.208742353657426
2022-11-12,15953406,1668249755,20666365527258254175881204,3312507355636749688078297067,3333173721.164008,38.16290635939212,5.216057710309822
2022-11-13,15964051,1668377987,20666365527258254175881204,3299633852717661874712747613,3320300218.2449203,38.01612660999092,5.235771122714453
2022-11-15,15974696,1668506363,20666420952725460250473283,3297692943449999684018678517,3318359364.402725,37.99082268196084,5.239236219417813
2022-11-16,15985341,1668635039,20666420952725460250473283,3296351714293937500071663287,3317018135.246663,37.97526235717275,5.241439030264327
2022-11-18,15995986,1668763511,20666420952725460250473283,3263906585808122150619999199,3284573006.7608476,37.60587213018935,5.293732077464605
2022-11-19,16006631,1668891923,20666420952725460250473283,3267274442428803215411671994,3287940863.381529,37.644132488917826,5.288315716665817
2022-11-21,16017276,1669020275,20666420952725460250473283,3262449497033742443577350147,3283115917.986468,37.58947246681771,5.296053710004168
2022-11-22,16027921,1669148843,20666420952725460250473283,3247739336941927995681399000,3268405757.8946533,37.4198014686263,5.3200733317180395
2022-11-24,16038566,1669277555,20666420952725460250473283,3244789739541158031754813268,3265456160.4938836,37.38651036934865,5.324786215001639
2022-11-25,16049211,1669406039,20666420952725460250473283,3244799648401605299296052212,3265466069.3543305,37.38599207945573,5.324859587158923
2022-11-27,16059856,1669534415,20666420952725460250473283,3296203179348516489306919782,3316869600.301242,37.97495088669244,5.241483123852459
2022-11-28,16070501,1669662791,20666420952725460250473283,3296924557630348020526320828,3317590978.5830736,37.98347433234286,5.24027649489168
2022-11-30,16081146,1669791275,20666420952725460250473283,3303428681517902987429279590,3324095102.4706283,38.05803250129834,5.230142906827064
2022-12-01,16091791,1669919855,20691615829715776233098227,3312693306468429489643122427,3333384922.2981453,38.16522550294727,5.215746235235673
2022-12-03,16102436,1670048147,20691615829715776233098227,3323982861999675593992904496,3344674477.8293915,38.293996934511185,5.198451449362891
2022-12-04,16113081,1670176691,20691615829715776233098227,3325969630496544833746327688,3346661246.3262606,38.31543396865002,5.195572325393576
2022-12-06,16123726,1670305283,20691615829715776233098227,3324664385163104386114465058,3345356000.9928203,38.301763442045896,5.197408360199706
2022-12-07,16134371,1670434763,20691615829715776233098227,3329572654851860523417937534,3350264270.6815763,38.35667486494464,5.19003342237794
2022-12-09,16145016,1670563103,20692834150758222111633317,3331185670442658887815485714,3351878504.593417,38.37533471688903,5.187527290855781
2022-12-10,16155661,1670691647,20692834150758222111633317,3260739932306493949114635217,3281432766.457252,37.5714295986475,5.298607964253282
2022-12-12,16166306,1670820071,20692834150758222111633317,3261592980660043375798169272,3282285814.8108015,37.580299777869634,5.297352249654318
2022-12-13,16176951,1670948723,20692834150758222111633317,3322029164755173027216222201,3342721998.9059315,38.26972477069741,5.201711348478169
2022-12-15,16187596,1671077111,20695123911378818014171264,3336324578372532922844082366,3357019702.2839117,38.435670290722896,5.179423856597925
2022-12-16,16198241,1671205571,20695123911378818014171264,3344937894379436866167352946,3365633018.290816,38.53370408557248,5.166257322145148
2022-12-18,16208886,1671334043,20695223911378818014171264,3355411742592300566432149091,3376106966.5036793,38.65506229895702,5.149958176527998
2022-12-19,16219531,1671462407,20695223911378818014171264,3356413975008962781996185188,3377109198.9203415,38.66588171639349,5.148505063010819
2022-12-21,16230176,1671590735,18845552525570826222023865,3346273736503847137878520994,3365119289.029418,38.52775557479737,5.167056243294567
2022-12-22,16240821,1671719063,18845552525570826222023865,3350270107626078653021695370,3369115660.1516495,38.571937269552784,5.161122373172822
2022-12-24,16251466,1671847163,18845552525570826222023865,3384850375135794401251345015,3403695927.661365,38.96951896220517,5.10772473553028
2022-12-25,16262111,1671975563,18845552525570826222023865,3384793552219117576169757256,3403639104.7446885,38.96696353866626,5.108067944442249
2022-12-27,16272756,1672103927,18845552525570826222023865,3393717086998678318348208967,3412562639.524249,39.06952739216369,5.094759893147012
2022-12-28,16283401,1672232327,18845552525570826222023865,3393969268751900915787789517,3412814821.2774715,39.07209001068363,5.094432926667424
2022-12-30,16294046,1672360667,18845554525570826222023865,3396669786559215299817564184,3415515341.084786,39.10284992829908,5.090508244980746
2022-12-31,16304691,1672489043,18857000900997992065851222,3400516686111608009265779093,3419373687.012606,39.147854278723514,5.084766105091433
2023-01-01,16315336,1672617299,18857000900997992065851222,3393611865083357001243224725,3412468865.984355,39.071067421754066,5.094563399580097
2023-01-03,16325981,1672745567,18857000900997992065851222,3400430996138894173656237662,3419287997.039892,39.14891521196038,5.084630739798926
2023-01-04,16336626,1672873859,18857000900997992065851222,3559848435683493914199669273,3578705436.5844917,40.97433635686581,4.857788054837059
2023-01-06,16347271,1673002415,18857000900997992065851222,3546909521550659708183530386,3565766522.451658,40.82398802643763,4.876035355622781
2023-01-07,16357916,1673130803,18857000900997992065851222,3547955623366551980930871768,3566812624.26755,40.83497230140564,4.874702228951645
2023-01-09,16368561,1673259083,18857000900997992065851222,3551097403878356501734423097,3569954404.7793546,40.87108789620109,4.8703189935714395
2023-01-10,16379206,1673387399,19113695240332481885804026,3552341387594358819500713604,3571455082.8346915,40.89161915843425,4.867827179286491
2023-01-12,16389851,1673515979,19119381241474419306687794,3553858647699202081135608607,3572978028.9406767,40.907838380095626,4.8658587037116545
2023-01-13,16400496,1673644535,18797398409067430460847870,3550984103713674409768828261,3569781502.1227417,40.87065677313203,4.870371317613178
2023-01-15,16411141,1673772851,18797398409067430460847870,3551691243925213481486104217,3570488642.334281,40.878123147688974,4.869465147375495
2023-01-16,16421786,1673901455,18799951912894335103670889,3550886618891693069029490099,3569686570.8045874,40.890014654979,4.868021912790191
2023-01-18,16432431,1674029723,18799951912894335103670889,3551492900034450589126415780,3570292851.947345,40.8757122908309,4.869757745438376
